timestamp_event,timestamp_recv,best_bid,best_ask,mid
2026-01-04T23:53:00.867728Z,2026-01-04T23:53:00.818524+00:00,91388.00,91388.01,91388.01
2026-01-04T23:53:00.919042Z,2026-01-04T23:53:00.865694+00:00,91388.00,91388.01,91388.01
2026-01-04T23:53:00.962708Z,2026-01-04T23:53:00.918001+00:00,91388.00,91388.01,91388.01
2026-01-04T23:53:00.996214Z,2026-01-04T23:53:01.005132+00:00,91388.00,91388.01,91388.01
2026-01-04T23:53:01.05472Z,2026-01-04T23:53:01.025863+00:00,91380.01,91380.02,91380.01
2026-01-04T23:53:01.095176Z,2026-01-04T23:53:01.069349+00:00,91380.01,91380.02,91380.01
2026-01-04T23:53:01.161941Z,2026-01-04T23:53:01.121717+00:00,91380.01,91380.02,91380.01
2026-01-04T23:53:01.198214Z,2026-01-04T23:53:01.167804+00:00,91380.01,91380.02,91380.01
2026-01-04T23:53:01.241532Z,2026-01-04T23:53:01.221823+00:00,91380.01,91380.02,91380.01
2026-01-04T23:53:01.293668Z,2026-01-04T23:53:01.271405+00:00,91380.01,91380.02,91380.01
2026-01-04T23:53:01.343679Z,2026-01-04T23:53:01.323406+00:00,91380.01,91380.02,91380.01
2026-01-04T23:53:01.408941Z,2026-01-04T23:53:01.373812+00:00,91380.01,91380.02,91380.01
2026-01-04T23:53:01.460208Z,2026-01-04T23:53:01.419976+00:00,91380.01,91380.02,91380.01
2026-01-04T23:53:01.50105Z,2026-01-04T23:53:01.531458+00:00,91380.01,91380.02,91380.01
2026-01-04T23:53:01.550847Z,2026-01-04T23:53:01.531986+00:00,91380.01,91380.02,91380.01
2026-01-04T23:53:01.612925Z,2026-01-04T23:53:01.576623+00:00,91380.01,91380.02,91380.01
2026-01-04T23:53:01.651691Z,2026-01-04T23:53:01.625814+00:00,91380.01,91380.02,91380.01
2026-01-04T23:53:01.716592Z,2026-01-04T23:53:01.672238+00:00,91380.01,91380.02,91380.01
2026-01-04T23:53:01.735648Z,2026-01-04T23:53:01.714517+00:00,91380.01,91380.02,91380.01
2026-01-04T23:53:01.790658Z,2026-01-04T23:53:01.769660+00:00,91380.01,91380.02,91380.01
2026-01-04T23:53:01.842459Z,2026-01-04T23:53:01.831040+00:00,91373.57,91373.58,91373.58
2026-01-04T23:53:01.911329Z,2026-01-04T23:53:01.873305+00:00,91373.57,91373.58,91373.58
2026-01-04T23:53:01.951869Z,2026-01-04T23:53:01.924400+00:00,91376.01,91377.77,91376.89
2026-01-04T23:53:02.015786Z,2026-01-04T23:53:02.052758+00:00,91376.01,91377.99,91377.00
2026-01-04T23:53:02.056915Z,2026-01-04T23:53:02.053009+00:00,91376.01,91376.02,91376.01
2026-01-04T23:53:02.099982Z,2026-01-04T23:53:02.068896+00:00,91376.01,91376.02,91376.01
2026-01-04T23:53:02.173688Z,2026-01-04T23:53:02.119967+00:00,91376.01,91376.02,91376.01
2026-01-04T23:53:02.204394Z,2026-01-04T23:53:02.170366+00:00,91376.01,91376.02,91376.01
2026-01-04T23:53:02.242526Z,2026-01-04T23:53:02.219174+00:00,91376.01,91376.02,91376.01
2026-01-04T23:53:02.315034Z,2026-01-04T23:53:02.264968+00:00,91376.01,91376.02,91376.01
2026-01-04T23:53:02.358226Z,2026-01-04T23:53:02.318469+00:00,91376.01,91376.02,91376.01
2026-01-04T23:53:02.40729Z,2026-01-04T23:53:02.370429+00:00,91376.01,91376.02,91376.01
2026-01-04T23:53:02.467719Z,2026-01-04T23:53:02.417470+00:00,91376.01,91376.02,91376.01
2026-01-04T23:53:02.517868Z,2026-01-04T23:53:02.471424+00:00,91376.01,91376.02,91376.01
2026-01-04T23:53:02.546843Z,2026-01-04T23:53:02.577929+00:00,91376.01,91376.02,91376.01
2026-01-04T23:53:02.607916Z,2026-01-04T23:53:02.578716+00:00,91376.01,91380.00,91378.01
2026-01-04T23:53:02.634517Z,2026-01-04T23:53:02.621040+00:00,91376.02,91380.00,91378.01
2026-01-04T23:53:02.724251Z,2026-01-04T23:53:02.668721+00:00,91376.02,91380.00,91378.01
2026-01-04T23:53:02.774858Z,2026-01-04T23:53:02.719287+00:00,91376.03,91376.04,91376.04
2026-01-04T23:53:02.809601Z,2026-01-04T23:53:02.766915+00:00,91376.03,91376.04,91376.04
2026-01-04T23:53:02.86372Z,2026-01-04T23:53:02.819958+00:00,91376.03,91376.04,91376.04
2026-01-04T23:53:02.908334Z,2026-01-04T23:53:02.870623+00:00,91376.03,91376.04,91376.04
2026-01-04T23:53:02.957902Z,2026-01-04T23:53:02.919376+00:00,91376.03,91376.04,91376.04
2026-01-04T23:53:03.001046Z,2026-01-04T23:53:02.969301+00:00,91376.03,91376.04,91376.04
2026-01-04T23:53:03.053232Z,2026-01-04T23:53:03.103509+00:00,91376.03,91376.04,91376.04
2026-01-04T23:53:03.096887Z,2026-01-04T23:53:03.103690+00:00,91376.03,91376.04,91376.04
2026-01-04T23:53:03.15942Z,2026-01-04T23:53:03.118047+00:00,91376.03,91376.04,91376.04
2026-01-04T23:53:03.259774Z,2026-01-04T23:53:03.842363+00:00,91376.03,91376.04,91376.04
2026-01-04T23:53:03.308305Z,2026-01-04T23:53:04.526460+00:00,91376.03,91376.04,91376.04
2026-01-04T23:53:03.317126Z,2026-01-04T23:53:04.526765+00:00,91376.03,91376.04,91376.04
2026-01-04T23:53:03.40657Z,2026-01-04T23:53:04.527187+00:00,91376.03,91376.04,91376.04
2026-01-04T23:53:03.51061Z,2026-01-04T23:53:04.527238+00:00,91376.03,91376.04,91376.04
2026-01-04T23:53:03.564841Z,2026-01-04T23:53:04.527294+00:00,91376.03,91376.04,91376.04
2026-01-04T23:53:03.596142Z,2026-01-04T23:53:04.529021+00:00,91376.03,91376.04,91376.04
2026-01-04T23:53:03.62425Z,2026-01-04T23:53:04.529101+00:00,91376.03,91376.04,91376.04
2026-01-04T23:53:03.710731Z,2026-01-04T23:53:04.529146+00:00,91376.03,91376.04,91376.04
2026-01-04T23:53:03.764138Z,2026-01-04T23:53:04.531374+00:00,91376.03,91376.04,91376.04
2026-01-04T23:53:03.779057Z,2026-01-04T23:53:04.531437+00:00,91376.03,91376.04,91376.04
2026-01-04T23:53:03.845127Z,2026-01-04T23:53:04.531468+00:00,91376.03,91376.04,91376.04
2026-01-04T23:53:03.91698Z,2026-01-04T23:53:04.533699+00:00,91376.03,91376.04,91376.04
2026-01-04T23:53:03.93584Z,2026-01-04T23:53:04.533778+00:00,91376.03,91376.04,91376.04
2026-01-04T23:53:03.985285Z,2026-01-04T23:53:04.533822+00:00,91376.03,91376.04,91376.04
2026-01-04T23:53:04.044121Z,2026-01-04T23:53:04.536736+00:00,91376.03,91376.04,91376.04
2026-01-04T23:53:04.115159Z,2026-01-04T23:53:04.536855+00:00,91376.03,91376.04,91376.04
2026-01-04T23:53:04.12748Z,2026-01-04T23:53:04.536993+00:00,91376.03,91376.04,91376.04
2026-01-04T23:53:04.211933Z,2026-01-04T23:53:04.539429+00:00,91376.03,91376.04,91376.04
2026-01-04T23:53:04.331452Z,2026-01-04T23:53:04.539472+00:00,91376.03,91376.04,91376.04
2026-01-04T23:53:04.412838Z,2026-01-04T23:53:04.539499+00:00,91376.03,91376.04,91376.04
2026-01-04T23:53:04.474031Z,2026-01-04T23:53:04.539534+00:00,91376.03,91376.04,91376.04
2026-01-04T23:53:04.519945Z,2026-01-04T23:53:04.541437+00:00,91376.03,91376.04,91376.04
2026-01-04T23:53:04.559308Z,2026-01-04T23:53:04.541471+00:00,91376.03,91376.04,91376.04
2026-01-04T23:53:04.574707Z,2026-01-04T23:53:04.569824+00:00,91376.03,91376.04,91376.04
2026-01-04T23:53:04.641726Z,2026-01-04T23:53:04.674106+00:00,91376.03,91376.04,91376.04
2026-01-04T23:53:04.77437Z,2026-01-04T23:53:04.714512+00:00,91376.03,91376.04,91376.04
2026-01-04T23:53:04.793501Z,2026-01-04T23:53:04.764314+00:00,91376.03,91376.04,91376.04
